Content_Song,Sequential Airtime,Song Title,Artist Name,Album Name,Label Name,Release Year,Language
"Tum Kya Mile,
Arijit Singh,Shreya Ghoshal,Pritam
&Amitabh Bhattacharya,
Tum Kya Mile,
Saregama,2023",13:15:32-13:18:31,Tum Kya Mile,"Arijit Singh, Shreya Ghoshal, Pritam
&Amitabh Bhattacharya",Tum Kya Mile,Saregama,2023,Hindi
"Hada Ghareeb,
Issam Alnajjar,
Feat.Elyanna,
Republic Recods,2021",13:18:36-13:21:35,Hada Ghareeb,Issam Alnajjar Feat.Elyanna,,Republic Records,2021,Malayalam
"Manamariyunnolu,
Jakes Bejoy,Vijay Yesudas & Sachin Raj,
Porinju Mariyam Jose,
Satyam Audios,2019",13:23:56-13:26:32,Manamariyunnolu,"Jakes Bejoy, Vijay Yesudas & Sachin Raj",Porinju Mariyam Jose,Satyam Audios,2019,Malayalam
"Thanaro,
Sreenath Bhasi&Rex Vijayan,
North 24 kaatham,
E4 Entertainments,2023",13:26:37-13:29:19,Thanaro,Sreenath Bhasi&Rex Vijayan,North 24 kaatham,E4 Entertainment,2023,Malayalam
"Minnalvala,
Jakes Bejoy,Sid Sriram & Sithara Krishnakumar,
Narivetta,
Sony Music Entertainment India Pvt.Ltd,2025",13:31:13-13:34:03,Minnalvala,"Jakes Bejoy, Sid Sriram & Sithara Krishnakumar",Narivetta,Sony Music Entertainment India Pvt.Ltd,2025,Malayalam
"Kalabham Thaaan,
Raveendran & K.S. Chithra,
Vadakkumnathan,
Johny Sagariga,2006",13:34:07-13:36:42,Kalabham Thaaan,Raveendran & K.S. Chithra,Vadakkumnathan,Johny Sagariga,2006,Malayalam
"Excuse Me,
Devi Sri Prasad,Chiyaan Vikram & Suchitra,
Kanthaswamy,
Sony Music Entertainment India Pvt.Ltd,2009",13:38:54-13:42:01,Excuse Me,"Devi Sri Prasad, Chiyaan Vikram & Suchitra",Kanthaswamy,Sony Music Entertainment India Pvt.Ltd,2009,Malayalam
"Ela Kozhiym,
K.J. Yesudas,
Melodies of Yesudas,
MIllennium Audios,1987",13:44:10-13:47:18,Ela Kozhiym,K.J. Yesudas,Melodies of Yesudas,MIllennium Audios,1987,Malayalam
"Neelakasham,
Sujatha&Najim Arshad,
Jomonte Suvisheshangal,
Muzik247,2016",13:50:22-13:52:45,Neelakasham,Sujatha&Najim Arshad,Jomonte Suvisheshangal,Muzik247,2016,Malayalam
"Tip Tip,
Udit Narayan & Alka Yagnik,
Sooryavanshi,
T-Series,2021",13:52:49-13:55:51,Tip Tip,Udit Narayan & Alka Yagnik,Sooryavanshi,T-Series,2021,Hindi
"Edukka Kaashayi,
Swetha, Ashok & Shaan Rahman,
Minnal Murali,
Muzik247,2021",13:55:55-13:58:56,Edukka Kaashayi,"Swetha, Ashok & Shaan Rahman",Minnal Murali,Muzik247,2021,Malayalam
"Omanichumma,
Gopi Sundar,Karthik,Najim Arshad,Vineeth Sreenivasan,
Pooja & Kalyani,
Satyam Audios,2011",13:59:00-14:02:09,Omanichumma,"Gopi Sundar, Karthik, Najim Arshad, Vineeth Sreenivasan",Pooja & Kalyani,Satyam Audios,2011,Malayalam
"Yedi,
G.V. Prakash Kumar,Vivek,Dhanush &
Jonita Gandhi,
Nilavuku En Mel Ennadi Kobam,
Wunderbar Films,2024",14:04:01-14:07:05,Yedi,"G.V. Prakash Kumar, Vivek, Dhanush &
Jonita Gandhi",Nilavuku En Mel Ennadi Kobam,Wunderbar Films,2024,Malayalam
"Everyday,
Vishnu Vijay,Sanjith Hedge & Suhail Koya,
Alappuzha Gymkhana,
Think Music,2025",14:08:22-14:10:29,Everyday,"Vishnu Vijay, Sanjith Hedge & Suhail Koya",Alappuzha Gymkhana,Think Music,2025,Malayalam
"Mazhavil Kothumbileri,
M.G. Sreekumar & K.S. Chithra,
Adwaitham,
Millennium Audios,1991",14:13:00-14:15:33,Mazhavil Kothumbileri,M.G. Sreekumar & K.S. Chithra,Adwaitham,Millennium Audios,1991,Malayalam
"Dafa Kar,
A.R. Rahman & Hiral Viradia,
Heropanti 2,
T-Series,2022",14:16:54-14:19:47,Dafa Kar,A.R. Rahman & Hiral Viradia,Heropanti 2,T-Series,2022,Hindi
"Heaven,
Niall Horan,
The Show,
Capitol Records,2023",14:19:51-14:22:51,Heaven,Niall Horan,The Show,Capitol Records,2023,English
"Pakallravukal,
Neha Nair & Sushin Shyam,
Kurup,
Saregama,2021",14:25:48-14:28:43,Pakallravukal,Neha Nair & Sushin Shyam,Kurup,Saregama,2021,Malayalam
"Devadoothar Paadi,
Biju Narayanan & Ousephchan,
Nna Thaan Case Kodu,
Millennium Audios,2022",14:28:47-14:31:09,Devadoothar Paadi,Biju Narayanan & Ousephchan,Nna Thaan Case Kodu,Millennium Audios,2022,Malayalam
"Braidaathi,
Justin Varghese,Bineetha Ranjith &
Suhail Koya,
Ponman,
Think Music,2024",14:32:45-14:36:13,Braidaathi,"Justin Varghese, Bineetha Ranjith &
Suhail Koya",Ponman,Think Music,2024,Malayalam
"Karakana,
Divya Vineeth & Vineeth Sreenivasan,
Varshangalkku Shesham,
Think Music,2024",14:36:15-14:39:06,Karakana,Divya Vineeth & Vineeth Sreenivasan,Varshangalkku Shesham,Think Music,2024,Malayalam
"Nenjukkule,
A R Rahman & Shakthisree Gopalan,
Kadal,
Sony Music Entertainment India Pvt Ltd, 2012",14:40:46-14:43:54,Nenjukkule,A R Rahman & Shakthisree Gopalan,Kadal,Sony Music Entertainment India Pvt Ltd,2012,Malayalam
"Araliyum Kadhaliyum,
K.S. Chithra,
Jaathakam,
Tharangini Sound of Arts,1988",14:45:27-14:48:08,Araliyum Kadhaliyum,K.S. Chithra,Jaathakam,Tharangini Sound of Arts,1988,Malayalam
"Ilaveyil Viralukal,
K.S.Chithra,
Artist,
Manorama Music,2013",14:50:04-14:52:29,Ilaveyil Viralukal,K.S.Chithra,Artist,Manorama Music,2013,Malayalam
"Muqabla,
Yash Narvekar,Parampara Tandon & Tanishk Bagchi,
Street Dancer 3D,
T-Series,2019",14:52:32-14:55:22,Muqabla,"Yash Narvekar, Parampara Tandon & Tanishk Bagchi",Street Dancer 3D,T-Series,2019,Hindi
"Vidhumukhiye,
Sooraj Santhosh,Anarkali Marikar,
Vaisakh Sugunan & Bibin Ashok,
Mandakini,
Saregama India Ltd,2024",14:55:25-14:58:53,Vidhumukhiye,"Sooraj Santhosh, Anarkali Marikar, Vaisakh Sugunan & Bibin Ashok",Mandakini,Saregama India Ltd,2024,Malayalam
"Swayamvarachandrike,
Deepak Dev & P.Jayachandran,
Chronic Bachelor,
Satyam Audios,1995",14:58:56-15:01:33,Swayamvarachandrike,Deepak Dev & P.Jayachandran,Chronic Bachelor,Satyam Audios,1995,Malayalam
"Rakka Rakka,
Shankar Mahadevan,Nakshathra Santhosh,Sam C.S. &
Vinayak Sasikumar,
Bandra,
Saregama,2023",15:03:25-15:06:32,Rakka Rakka,"Shankar Mahadevan, Nakshathra Santhosh, Sam C.S. &
Vinayak Sasikumar",Bandra,Saregama,2023,Malayalam
"Marannadu Pulle,
Vishnu Vijay & Mu.Ri,
Pani,
Appu Pathu Pappu Production House,2024",15:09:38-15:12:46,Marannadu Pulle,Vishnu Vijay & Mu.Ri,Pani,Appu Pathu Pappu Production House,2024,Malayalam
"Tharalitharaavil,
M.M.Keeravani & K.J. Yesudas,
Sooryamanasam,
Johny Sagariga,1992",15:14:50-15:17:46,Tharalitharaavil,M.M.Keeravani & K.J. Yesudas,Sooryamanasam,Johny Sagariga,1992,Malayalam
"song:Aathi adi Aathi,
G.V.Prakash Kumar ,Sadhika K R &
Vivek,
Veera Dheera Sooran,
Think Music,2025",15:21:15-15:23:40,,,,,,
"Punnara Kattile Poovanatthil,
Shreekumar Vakkiyil,Abhaya Hiranmai & P.S. Rafeeque,
Malaikottai Vaaliban,
Saregama,2023",15:23:44-15:26:24,Punnara Kattile Poovanatthil,"Shreekumar Vakkiyil, Abhaya Hiranmai & P.S. Rafeeque",Malaikottai Vaaliban,Saregama,2023,Malayalam
"Who's In Your Head,
Jonas Brother,
Republic Records,2021",15:29:17-15:32:15,Who's In Your Head,Jonas Brothers,,Republic Records,2021,English
"Maanathe Chandiranothoru,
Berny-Ignatius,M.G. Sreekumar & Subha,
Chandralekha,
Johny Sagariga,2004",15:32:19-15:34:45,Maanathe Chandiranothoru,"Berny-Ignatius, M.G. Sreekumar & Subha",Chandralekha,Johny Sagariga,2004,Malayalam
"Tere Sang Ishq Hua,
Tanishk Bagchi,Arijit SIngh,Neeti Mohan & Kunaal Vermaa,
Yodha,
T-Series,2024",15:36:30-15:39:42,Tere Sang Ishq Hua,"Tanishk Bagchi, Arijit SIngh, Neeti Mohan & Kunaal Vermaa",Yodha,T-Series,2024,Malayalam
"Ennalakalle,
LAL & Job Kurien,
Honey Bee,
Muzik247,2013",15:39:45-15:42:07,Ennalakalle,LAL & Job Kurien,Honey Bee,Muzik247,2013,Malayalam
"Thudarkinakkalil,
K.J. Yesudas & K.S. Chithra,
Gandhi Nagar 2nd Street,
Millenniu Audios,1986",15:49:49-15:53:06,Thudarkinakkalil,K.J. Yesudas & K.S. Chithra,Gandhi Nagar 2nd Street,Millenniu Audios,1986,Malayalam
"O Podu 1,
Anuradha Sriram,
Gemini,
Anak Audio,2002",15:54:53-15:57:16,O Podu 1,Anuradha Sriram,Gemini,Anak Audio,2002,Malayalam
"Chillane,
Tony & Neha Nair,
22 Female Kottayam,
Manorama Music,2011",15:57:21-16:00:24,Chillane,Tony & Neha Nair,22 Female Kottayam,Manorama Music,2011,Malayalam
"Maname Aalolam,
Sam C S, Kapil Kapilan, Manu Manjith & Shakthisree Gopalan,
Get Set Baby,
Think Music, 2025",16:02:07-16:05:18,Maname Aalolam,"Sam C S, Kapil Kapilan, Manu Manjith & Shakthisree Gopalan",Get Set Baby,Think Music,2025,Malayalam
"Monta Re,
Swanand Kirkire,Amitabh Bhattacharya & Amit,Trivedi,
Lootera,
T-Series,2013",16:06:44-16:09:02,Monta Re,"Swanand Kirkire, Amitabh Bhattacharya & Amit, Trivedi",Lootera,T-Series,2013,Hindi
"Karimizhi,
Vidyasagar,V.Devanand & Sujatha,
Meesamadhavan,
Satyam Audios,2002",16:11:15-16:14:21,Karimizhi,"Vidyasagar, V.Devanand & Sujatha",Meesamadhavan,Satyam Audios,2002,Malayalam
"Chinna Chinna Kangal,
Thalapathy VIjay,Yuvan Shankar Raja &
Raja Bhavatharini,
The Greatest Of All TIme,
T-Series,2024",16:14:25-16:18:01,Chinna Chinna Kangal,"Thalapathy VIjay, Yuvan Shankar Raja &
Raja Bhavatharini",The Greatest Of All TIme,T-Series,2024,Malayalam
"Maambazha Thottathil,
M.Jayachandran,Sruthy Sivadas & Vineeth Sreenivasan,
Qurbani,
Satyam Audios,2023",16:21:25-16:24:32,Maambazha Thottathil,"M.Jayachandran, Sruthy Sivadas & Vineeth Sreenivasan",Qurbani,Satyam Audios,2023,Malayalam
"Bhool Bhulaiyaa 2,
Pritam,Tanishk Bagchi,Neeraj Shridhar & Mellow D,
Bhool Bhulaiyaa 2,
T-Series,2022",16:24:36-16:27:30,Bhool Bhulaiyaa 2,"Pritam, Tanishk Bagchi, Neeraj Shridhar & Mellow D",Bhool Bhulaiyaa 2,T-Series,2022,Hindi
"WE ARE YOUNG,
TRI BI
W A Y,
Universal Music Ltd,
2023",16:29:50-16:32:46,WE ARE YOUNG,"TRI BI
W A Y",,Universal Music Ltd,2023,English
"Onnam Ragam,
G Venugopal & K S Chithra,
Thoovanathumbikal,
Tharangini Sound of Arts, 1987",16:32:49-16:35:08,Onnam Ragam,G Venugopal & K S Chithra,Thoovanathumbikal,Tharangini Sound of Arts,1987,Malayalam
"Marivil,
Najeem Arshad,
Drishyam,
Muzik247,
2014",16:37:30-16:39:55,Marivil,Najeem Arshad,Drishyam,Muzik247,2014,Malayalam
"Heart Attack,
Justin Varghese, Fejo & Vinayak Sasikumar,
Painkili,
Think Music, 2025",16:42:22-16:45:17,Heart Attack,"Justin Varghese, Fejo & Vinayak Sasikumar",Painkili,Think Music,2025,Malayalam
"Pranayame,
Haricharan & Saindhavi,
Ladies & Gentleman,
East Cost Audio Entertainments, 2012",16:48:12-16:51:17,Pranayame,Haricharan & Saindhavi,Ladies & Gentleman,East Coast Audio Entertainments,2012,Malayalam
"Endhira Logathu Sundariye,
A R Rahman, Sid Sriram & Shashaa Tirupati,
2.0,
Divo Tv Pvt Ltd,
2017",16:51:20-16:54:15,Endhira Logathu Sundariye,"A R Rahman, Sid Sriram & Shashaa Tirupati",2,Divo TV Pvt Ltd,2017,Malayalam
"Midukki Midukki,
Sinduri Vishal, G V Prakash Kumar & Kaithaparam,
Thangalaan,
Times Music, 2024",16:54:18-16:57:23,Midukki Midukki,"Sinduri Vishal, G V Prakash Kumar & Kaithaparam",Thangalaan,Times Music,2024,Malayalam
"Manjaadum,
Nadirshah, Vijay Yesudas, Afsal & Samad,
Amar Akbar Anthony,
Sony Music Entertainment India Pvt Ltd, 2015",16:57:26-17:00:16,Manjaadum,"Nadirshah, Vijay Yesudas, Afsal & Samad",Amar Akbar Anthony,Sony Music Entertainment India Pvt Ltd,2015,Malayalam
"Armadham,
Pranavam Sasi,
Aavesham,
Think Music,2024",17:01:40-17:04:30,Armadham,Pranavam Sasi,Aavesham,Think Music,2024,Malayalam
"Kannadi Poove,
Sam C.S,Vineeth Sreenivasan&Vinayak Sasikumar,
Ennu Swantham Punyalan,
Magic Frames Music,2024",17:05:22-17:08:00,Kannadi Poove,"Sam C.S, Vineeth Sreenivasan&Vinayak Sasikumar",Ennu Swantham Punyalan,Magic Frames Music,2024,Malayalam
"Ishq Karo Dil Se,
Amaal Mallik&Jubin Nautiyal,
Koi Jaane Na,
T-Series,2021",17:10:46-17:13:28,Ishq Karo Dil Se,Amaal Mallik&Jubin Nautiyal,Koi Jaane Na,T-Series,2021,Hindi
"Aaro Kude,
Deepak Dev,Prakash Babu&Jyotsna,
Sunday Holiday,
Satyam Audios,2017",17:14:36-17:16:42,Aaro Kude,"Deepak Dev, Prakash Babu&Jyotsna",Sunday Holiday,Satyam Audios,2017,Malayalam
"Changaayi,
Vineeth Sreenivasan&Sujatha,
Malarvaadi Arts Club,
Manorama Music,2010",17:16:45-17:19:31,Changaayi,Vineeth Sreenivasan&Sujatha,Malarvaadi Arts Club,Manorama Music,2010,Malayalam
"Pookkale Vaanile,
Ranjin Raj,K.S.Harisankar&Shibu Chakravarthy,
Queen Elizabeth,
Muzik247,2023",17:22:23-17:25:17,Pookkale Vaanile,"Ranjin Raj, K.S.Harisankar&Shibu Chakravarthy",Queen Elizabeth,Muzik247,2023,Malayalam
"Character Dheela 2.0,
Pritam,Neeraj Shridhar,Amitabh Bhattacharya&Ashish Pandit,
Shehzada,
T-Series,2023",17:27:22-17:29:50,Character Dheela 2.0,"Pritam, Neeraj Shridhar, Amitabh Bhattacharya&Ashish Pandit",Shehzada,T-Series,2023,Hindi
"Kannum Kannum,
K.J.Yesudas&S.Janaki,
Angadi,
Saregama,1980",17:29:54-17:32:41,Kannum Kannum,K.J.Yesudas&S.Janaki,Angadi,Saregama,1980,Malayalam
"Fire In The Sky,
Aderson.Paak,
MARVEL/Hollywood Records,Inc./Interscope Records,2021",17:35:22-17:38:37,Fire In The Sky,Aderson.Paak,MARVEL/Hollywood Records,Inc./Interscope Records,2021,English
"Readya Maaran,
Dabzee,Zia UI Haq,Jakes Bejoy&Mu.Ri,
Hello Mummy,
Saregama India Ltd,2024",17:40:07-17:43:26,Readya Maaran,"Dabzee, Zia UI Haq, Jakes Bejoy&Mu.Ri",Hello Mummy,Saregama India Ltd,2024,Malayalam
"Raavin Nilaakaayal,
Mohan Sithara&K.J.Yesudas,
Mazhavillu,
Johny Sagariga,1998",17:47:17-17:50:25,Raavin Nilaakaayal,Mohan Sithara&K.J.Yesudas,Mazhavillu,Johny Sagariga,1998,Malayalam
"Akkarey Ninnoru,
Vidyasagar,Vineeth Sreenivasan&Sujatha,
Spanish Masala,
Satyam Audios,2011",17:50:28-17:53:01,Akkarey Ninnoru,"Vidyasagar, Vineeth Sreenivasan&Sujatha",Spanish Masala,Satyam Audios,2011,Malayalam
"Mynaa Mynaa,
Shaan,
Mynaa,
Times Music,2011",17:53:04-17:55:41,Mynaa Mynaa,Shaan,Mynaa,Times Music,2011,Malayalam
"Kannil Kannil,
M.Jayachandran,P.Jayachandran&K.S.Chithra,
Gourishankaram,
Satyam Audios,1995",17:55:44-17:57:55,Kannil Kannil,"M.Jayachandran, P.Jayachandran&K.S.Chithra",Gourishankaram,Satyam Audios,1995,Malayalam
"Kaattil Veezha,
Sakthisree Gopal,Gopi Sundar & Harinarayanan B.K,
Uyare,
Manorama Music,2019",17:57:58-18:00:00,Kaattil Veezha,"Sakthisree Gopal, Gopi Sundar & Harinarayanan B.K",Uyare,Manorama Music,2019,Malayalam
"Kaattil Veezha,
Sakthisree Gopal,Gopi Sundar 
& Harinarayanan B.K,
Uyare,Manorama Music,2019",18:00:00-18:01:03,Kaattil Veezha,"Sakthisree Gopal, Gopi Sundar 
& Harinarayanan B.K",Uyare,Manorama Music,2019,Malayalam
"Kanimaa,
Santhosh Narayanan,The India Choral
Ensemble & Vivek,
Retro,T-Series,2025",18:02:50-18:06:25,Kanimaa,"Santhosh Narayanan, The India Choral
Ensemble & Vivek",Retro,T-Series,2025,Malayalam
"Kaanumbol Ninne,
Rex Vijayan & Asha Jeevan,
Thamaasha,
Happy Hours Entertainments,2019",18:06:27-18:08:47,Kaanumbol Ninne,Rex Vijayan & Asha Jeevan,Thamaasha,Happy Hours Entertainments,2019,Malayalam
"Chandamaama,
Vidyasagar,Anitha Shaiq & Rija ,
Rock N Roll,Speed Audio,2007",18:10:16-18:13:00,Chandamaama,"Vidyasagar, Anitha Shaiq & Rija",Rock N Roll,Speed Audio,2007,Malayalam
"Pularoli ,
Vijay Yesudas,Bhaskar The Rascal,
Manorama Music,2015",18:16:54-18:19:54,Pularoli,Vijay Yesudas,Bhaskar The Rascal,Manorama Music,2015,Malayalam
"Khalibali,
Shivam Pathak & Shail HAda,
PAdmaavat,T-Series,2018",18:21:24-18:23:42,Khalibali,Shivam Pathak & Shail HAda,PAdmaavat,T-Series,2018,Hindi
"Vathikkalu Vellaripravu,
M.Jayachandran,Arjun Krishna,Nithya Mammen,
Zia Ul Haq & B.K.Harinarayanan,
Sufiyum Sujatayum,Friday Music Company,2020",18:23:46-18:26:05,Vathikkalu Vellaripravu,"M.Jayachandran, Arjun Krishna, Nithya Mammen, Zia Ul Haq & B.K.Harinarayanan",Sufiyum Sujatayum,Friday Music Company,2020,Malayalam
"MAdhura Manohara Moham,
Suhail Koya & Jibin Gopal,
MAdhura Manohara Moham,Muzik247,
2023",18:30:03-18:32:37,MAdhura Manohara Moham,Suhail Koya & Jibin Gopal,MAdhura Manohara Moham,Muzik247,2023,Malayalam
"Yennai IzhukkuthAdi,
A.R.Rahman,Dhee & Vivek,
KAdhalikka Neramillai,
T-Series,2024",18:32:41-18:36:05,Yennai IzhukkuthAdi,"A.R.Rahman, Dhee & Vivek",KAdhalikka Neramillai,T-Series,2024,Malayalam
"Noolilla Karakkam ,
Christy Joby,Sreenath Bhasi &
Vinayak sasikumar,Mura,Think Music,2024",18:38:14-18:41:25,Noolilla Karakkam,"Christy Joby, Sreenath Bhasi &
Vinayak sasikumar",Mura,Think Music,2024,Malayalam
"Manickyachirakulla,
Job Kurien,Idukki Gold,
Muzik247,2014",18:41:28-18:44:02,Manickyachirakulla,Job Kurien,Idukki Gold,Muzik247,2014,Malayalam
"Heeriye,
jasleen Royal & Arijit Singh,
Heeriye,Warner Music India,2023",18:46:58-18:49:56,Heeriye,jasleen Royal & Arijit Singh,Heeriye,Warner Music India,2023,Hindi
"Call Me When You Break Up,
Selena Gomez,Benny Blanco &
Gracie Abrams,Call Me When You Break Up,
SMG Music LLC & Friends keep Secrets under exclusive
license  to Interscope Records,
2025",18:52:04-18:54:00,Call Me When You Break Up,"Selena Gomez, Benny Blanco &
Gracie Abrams",Call Me When You Break Up,"SMG Music LLC & Friends keep Secrets under exclusive
license  to Interscope Records",2025,English
"En Raamazhayil,
Ratheesh Vega & Vijay Yesudas,
King Fish,
Goodwill Entertainments,2019",18:57:39-19:00:00,En Raamazhayil,Ratheesh Vega & Vijay Yesudas,King Fish,Goodwill Entertainments,2019,Malayalam
"En Raamazhayil,
Ratheesh Vega & Vijay Yesudas,King Fish,
Goodwill Entertainments,2019",19:00:00-19:00:40,En Raamazhayil,Ratheesh Vega & Vijay Yesudas,King Fish,Goodwill Entertainments,2019,Malayalam
"Flip Song,electronic kili, 
Vijay Anand & Manu Manjith,
Maranamass,Think Music,2025",19:02:39-19:05:26,Flip Song,"electronic kili, Vijay Anand & Manu Manjith",Maranamass,Think Music,2025,Malayalam
"Dooreyo,Sachin Warrier, Vishak Nair, 
Suchith Suresan & Ashwin Gopakumar,
Aanandam,Satyam Audios,2008",19:05:29-19:08:32,Dooreyo,"Sachin Warrier, Vishak Nair, Suchith Suresan & Ashwin Gopakumar",Aanandam,Satyam Audios,2008,Malayalam
"Rahathulla,Anupama,Ghajini,
Roja/Mass Audio,2005",19:10:03-19:12:48,Rahathulla,Anupama,Ghajini,Roja/Mass Audio,2005,Malayalam
"Kande Njaan Aakashathoru,
Hesham Abdul Wahab,NAdhir Shah & Suhail Koya,
Once Upon A Time In Kochi,
Millennium Audios,2024",19:15:36-19:18:37,Kande Njaan Aakashathoru,"Hesham Abdul Wahab, NAdhir Shah & Suhail Koya",Once Upon A Time In Kochi,Millennium Audios,2024,Malayalam
"Hatja,
Vishnu,K.S. Harisankar & Suhail Koya,
Alappuzha Gymkhana,
Think Music,2025",19:20:07-19:22:55,Hatja,"Vishnu, K.S. Harisankar & Suhail Koya",Alappuzha Gymkhana,Think Music,2025,Malayalam
"Tenu Lehenga,
Zahrah S Khan,Jass Manak,Tanishk Bagchi,
Satyameva Jayate ,2021",19:22:59-19:25:17,Tenu Lehenga,"Zahrah S Khan, Jass Manak",Tanishk Bagchi,Satyameva Jayate,2021,Malayalam
"Varuvanillarumee,
K.S. Chithra,
Manichitrathazhu,
Wilson Audios,1993",19:27:57-19:30:36,Varuvanillarumee,K.S. Chithra,Manichitrathazhu,Wilson Audios,1993,Malayalam
"Medapoompattum Chutti,
Najim ArshAd,
Karinkunnam 6s,
Muzik247,2016",19:30:40-19:33:05,Medapoompattum Chutti,Najim ArshAd,Karinkunnam 6s,Muzik247,2016,Malayalam
"Ther Thiruvizha,
A.R.Rahman,Shankar MahAdevan,
A.R.Raihanah,Deepthi Suresh 
&YogiSekar,Lal Salaam,
Sony Music Entertainment India Pvt.Ltd,
2023",19:34:35-19:38:06,Ther Thiruvizha,"A.R.Rahman, Shankar MahAdevan, A.R.Raihanah, Deepthi Suresh 
&YogiSekar",Lal Salaam,Sony Music Entertainment India Pvt.Ltd,2023,Malayalam
"Chowttum Kuthum,
Gopi Sundar & Athul Narukara,
KAdakan,
Think Music,2024",19:38:09-19:41:01,Chowttum Kuthum,Gopi Sundar & Athul Narukara,KAdakan,Think Music,2024,Malayalam
"Clock Soojigal,
Rajesh Murugesan,Renjith Govind
&Santhosh Varma,
Gold,Magic Frames Music,
2022",19:43:33-19:45:52,Clock Soojigal,"Rajesh Murugesan, Renjith Govind
&Santhosh Varma",Gold,Magic Frames Music,2022,Malayalam
"Abra's Entry Jamal Kudu,
Harshavardhan Rameshwar,
Animnal,T-Series,2013",19:47:42-19:49:52,Abra's Entry Jamal Kudu,Harshavardhan Rameshwar,Animnal,T-Series,2013,Malayalam
"Woman's World,Katy Perry,
143,Capital Records,2024",19:53:40-19:56:19,Woman's World,Katy Perry,143,Capitol Records,2024,English
"Nilapakshi,Sushin Shyam,
Neha S.Nair & Vinyaka Sasikumar,
MarAdona,Divo Tv Private Limited,2018",19:56:22-19:56:23,Nilapakshi,"Sushin Shyam, Neha S.Nair & Vinyaka Sasikumar",MarAdona,Divo TV Pvt Ltd,2018,Malayalam
"Thattathil,
Sreehari K Nair & Sharfu,
Abhilasham,
!23 MusixEntertainments Pvt.Ltd,2025",20:01:25-20:04:02,Thattathil,Sreehari K Nair & Sharfu,Abhilasham,123 Musix Entertainments Pvt.Ltd,2025,Malayalam
"Mazhakondu Mathram,
Shahabas Aman & Vijay Yesudas,
Spirit,Satyam Audios,2012",20:04:05-20:07:03,Mazhakondu Mathram,Shahabas Aman & Vijay Yesudas,Spirit,Satyam Audios,2012,Malayalam
"Enne Thallendammaava,
Vineeth Sreenivasan & Shaan Rahman,
Oru VAdakkan Selfie,Muzik247,2015",20:08:33-20:10:51,Enne Thallendammaava,Vineeth Sreenivasan & Shaan Rahman,Oru VAdakkan Selfie,Muzik247,2015,Malayalam
"Chinna Machan,
Senthil Ganesh,Rajalakshmi & Amrish,
Charlie Chaplin 2,
Saregama,2018",20:14:50-20:17:27,Chinna Machan,"Senthil Ganesh, Rajalakshmi & Amrish",Charlie Chaplin 2,Saregama,2018,Malayalam
"Ezhimala Poongola,
K.S.Chithra & Mohanlaal,
SpAdikam,Wilson Audios,1995",20:19:41-20:22:36,Ezhimala Poongola,K.S.Chithra & Mohanlaal,SpAdikam,Wilson Audios,1995,Malayalam
"Malarvakakombathu,
Vidyasagr,P.jayachandran & Rajalakshmi,
EnnumEppozhum,Satyam Audios,
2015",20:22:41-20:25:16,Malarvakakombathu,"Vidyasagr, P.jayachandran & Rajalakshmi",EnnumEppozhum,Satyam Audios,2015,Malayalam
"Genda Phool,
Rekha Bhardwaj,Delhi-6,
T-Series,2009",20:29:14-20:31:42,Genda Phool,Rekha Bhardwaj,Delhi-6,T-Series,2009,Hindi
"Noolupoya,
PrAdeep Kumar,Muhammed Maqbool Mansoor &
Varun sunil,Trance,
Muzik247,2020",20:31:47-20:34:46,Noolupoya,"PrAdeep Kumar, Muhammed Maqbool Mansoor &
Varun sunil",Trance,Muzik247,2020,Malayalam
"Oh My Julie,
Rajesh Krishnanm & Sangeetha Sreekanth,
Chattakkari,
Manorama Music,2012",20:34:49-20:37:58,Oh My Julie,Rajesh Krishnanm & Sangeetha Sreekanth,Chattakkari,Manorama Music,2012,Malayalam
"Koi Naa,
Tanishk Bagchi,Gifty,Harnoor & Shreya Ghoshal,
Chuk Maaf,Sony Music Entertainment India Pvt.Ltd,
2025",20:39:24-20:42:49,Koi Naa,"Tanishk Bagchi, Gifty, Harnoor & Shreya Ghoshal",Chuk Maaf,Sony Music Entertainment India Pvt.Ltd,2025,Hindi
"Aasa Kooda,
Sai Abhayankkar & Sai Smriti,
Think Indie,
Think Music,2024",20:46:52-20:49:29,Aasa Kooda,Sai Abhayankkar & Sai Smriti,Think Indie,Think Music,2024,Malayalam
"Dance Ka Bhoot,
Pritam,Arijit Singh & Amitabh Bhattacharya,
Brahmastra,
Sony Music Entertainment India Pvt.Ltd,2022",20:52:16-20:54:54,Dance Ka Bhoot,"Pritam, Arijit Singh & Amitabh Bhattacharya",Brahmastra,Sony Music Entertainment India Pvt.Ltd,2022,Hindi
"Run It,
DJ Snake,Rick Ross & Rich Brian,
Run It,MARVEL/Hollywood Records,Inc./Interscope 
Records,2021",20:54:57-20:57:15,Run It,"DJ Snake, Rick Ross & Rich Brian, Run It",MARVEL/Hollywood Records,"Inc./Interscope 
Records",2021,English
"Etho Mazhayil,
Vijay Yesudas &Shweta Mohan,
Vijay Superum Pournamiyu,
Goodwill Entertainments,2019",20:57:18-21:00:00,Etho Mazhayil,Vijay Yesudas &Shweta Mohan,Vijay Superum Pournamiyu,Goodwill Entertainments,2019,Malayalam
